NS,surface_total_in_m2,rooms,price
49,107.0,4.0,260000.0
50,175.0,4.0,750000.0
60,146.0,4.0,840000.0
53,150.0,3.0,595000.0
47,56.0,2.0,135000.0
11,102.0,3.0,150000.0
49,38.0,1.0,107000.0
9,54.0,2.0,150000.0
46,60.0,2.0,168000.0
53,254.0,6.0,840000.0
53,97.0,3.0,260000.0
53,70.0,2.0,265000.0
51,15.0,1.0,35000.0
20,29.0,2.0,57000.0
51,100.0,4.0,315000.0
53,48.0,1.0,150000.0
53,76.0,2.0,230000.0
45,76.0,3.0,210000.0
45,76.0,3.0,220000.0
53,70.0,4.0,285000.0
34,256.0,6.0,510000.0
54,56.0,2.0,280000.0
45,76.0,3.0,225000.0
53,80.0,3.0,267000.0
53,80.0,3.0,283000.0
54,114.0,4.0,580000.0
53,80.0,3.0,275000.0
54,56.0,2.0,280000.0
44,57.0,2.0,180000.0
46,33.0,1.0,87000.0
44,57.0,2.0,184000.0
46,32.0,1.0,87000.0
54,379.0,5.0,2000000.0
44,103.0,3.0,234000.0
53,117.0,3.0,550000.0
9,132.0,3.0,139000.0
44,73.0,3.0,215000.0
44,94.0,4.0,265000.0
46,32.0,1.0,87000.0
44,55.0,1.0,141000.0
51,19.0,1.0,73000.0
58,92.0,3.0,515000.0
49,38.0,1.0,150000.0
46,60.0,2.0,161000.0
51,157.0,5.0,375000.0
60,38.0,1.0,225000.0
58,82.0,3.0,550000.0
54,535.0,5.0,850000.0
45,340.0,5.0,750000.0
44,39.0,1.0,100000.0
30,93.0,4.0,280000.0
30,70.0,3.0,230000.0
45,76.0,3.0,200000.0
53,48.0,1.0,153000.0
60,188.0,3.0,1250000.0
53,68.0,2.0,250000.0
54,37.0,1.0,149000.0
54,329.0,2.0,1000000.0
54,37.0,1.0,147000.0
39,58.0,2.0,140000.0
46,78.0,3.0,235000.0
39,35.0,1.0,84000.0
46,52.0,2.0,151000.0
51,410.0,6.0,900000.0
54,108.0,3.0,285000.0
39,35.0,1.0,84000.0
39,51.0,1.0,90000.0
44,55.0,2.0,176000.0
60,148.0,3.0,1150000.0
6,25.0,1.0,82000.0
53,100.0,3.0,315000.0
48,48.0,1.0,130000.0
53,48.0,1.0,155000.0
54,43.0,1.0,215000.0
54,43.0,1.0,185000.0
53,48.0,1.0,157000.0
12,40.0,1.0,95000.0
53,47.0,1.0,151000.0
53,80.0,3.0,264000.0
53,135.0,3.0,362000.0
53,80.0,3.0,272000.0
45,55.0,2.0,155000.0
45,66.0,2.0,185000.0
54,64.0,1.0,248000.0
44,70.0,2.0,191000.0
44,37.0,1.0,110000.0
53,40.0,1.0,140000.0
44,73.0,3.0,211000.0
53,48.0,1.0,152000.0
44,39.0,1.0,110000.0
56,100.0,3.0,350000.0
49,42.0,1.0,110000.0
50,160.0,4.0,520000.0
53,44.0,2.0,225000.0
53,50.0,2.0,225000.0
46,52.0,2.0,153000.0
53,78.0,3.0,360000.0
30,294.0,5.0,250000.0
23,300.0,5.0,248300.0
53,82.0,3.0,450000.0
60,86.0,2.0,525000.0
12,160.0,4.0,500000.0
52,211.0,5.0,485000.0
49,44.0,1.0,135000.0
51,120.0,4.0,215000.0
23,40.0,2.0,92000.0
56,108.0,2.0,650000.0
39,127.0,4.0,490000.0
48,62.0,2.0,240000.0
39,36.0,1.0,82000.0
52,211.0,4.0,485000.0
56,121.0,4.0,339000.0
30,280.0,4.0,350000.0
49,48.0,2.0,139000.0
49,44.0,1.0,135000.0
44,73.0,2.0,108500.0
54,144.0,5.0,420000.0
54,163.0,4.0,390000.0
23,280.0,5.0,415000.0
34,37.0,1.0,90000.0
51,70.0,2.0,179000.0
30,148.0,3.0,125000.0
51,51.0,2.0,165000.0
30,280.0,5.0,280000.0
56,327.0,4.0,400000.0
56,105.0,2.0,475000.0
17,82.0,3.0,152000.0
12,100.0,4.0,165000.0
56,699.0,6.0,1800000.0
56,174.0,4.0,365000.0
26,112.0,4.0,215000.0
20,61.0,2.0,130000.0
32,70.0,3.0,125000.0
56,240.0,4.0,930000.0
51,274.0,4.0,870000.0
39,53.0,2.0,115000.0
11,45.0,2.0,120000.0
56,310.0,6.0,1550000.0
54,45.0,2.0,139000.0
23,63.0,2.0,80000.0
53,94.0,3.0,239000.0
54,113.0,4.0,275000.0
33,47.0,2.0,82000.0
32,40.0,1.0,83000.0
44,88.0,3.0,218000.0
32,54.0,2.0,120000.0
23,314.0,6.0,490000.0
44,72.0,3.0,218000.0
53,142.0,4.0,395000.0
56,40.0,2.0,110000.0
60,38.0,1.0,189900.0
28,121.0,4.0,215000.0
9,33.0,1.0,55000.0
26,37.0,2.0,68000.0
53,70.0,3.0,164500.0
28,145.0,6.0,310000.0
30,49.0,2.0,148000.0
5,44.0,2.0,78800.0
8,231.0,5.0,233500.0
53,156.0,5.0,358000.0
53,76.0,3.0,175000.0
54,86.0,2.0,248000.0
60,61.0,2.0,320000.0
53,210.0,4.0,450000.0
24,35.0,2.0,69000.0
39,97.0,4.0,289000.0
25,120.0,3.0,179000.0
48,47.0,3.0,110000.0
24,61.0,2.0,98000.0
23,71.0,2.0,145000.0
23,58.0,2.0,140000.0
54,48.0,2.0,235000.0
23,58.0,2.0,140000.0
23,58.0,2.0,140000.0
23,177.0,3.0,159000.0
59,250.0,5.0,1400000.0
23,102.0,2.0,125000.0
2,132.0,4.0,119000.0
26,50.0,2.0,82000.0
24,54.0,3.0,140000.0
39,94.0,3.0,175000.0
32,350.0,5.0,570000.0
24,318.0,5.0,540000.0
9,278.0,6.0,410000.0
24,76.0,2.0,135000.0
45,198.0,4.0,369000.0
24,78.0,2.0,100000.0
24,60.0,2.0,125000.0
24,47.0,2.0,115000.0
24,56.0,2.0,125000.0
24,180.0,3.0,275000.0
30,92.0,3.0,170000.0
34,87.0,2.0,189000.0
54,87.0,2.0,189000.0
54,146.0,4.0,550000.0
46,37.0,1.0,96000.0
53,274.0,6.0,890000.0
39,142.0,4.0,245000.0
30,165.0,4.0,210000.0
45,130.0,4.0,300000.0
39,178.0,5.0,350000.0
53,223.0,4.0,750000.0
44,539.0,7.0,519999.0
54,48.0,2.0,134900.0
30,75.0,4.0,145000.0
16,22.0,1.0,55000.0
24,76.0,3.0,150000.0
28,103.0,6.0,190000.0
51,184.0,4.0,415000.0
28,71.0,4.0,127000.0
51,109.0,3.0,324800.0
9,107.0,3.0,260000.0
12,34.0,2.0,91000.0
53,63.0,3.0,219000.0
54,140.0,4.0,470000.0
24,78.0,3.0,187000.0
24,78.0,3.0,185000.0
56,200.0,4.0,845000.0
56,295.0,4.0,800000.0
54,99.0,4.0,330000.0
53,140.0,4.0,470000.0
54,48.0,1.0,132000.0
53,400.0,6.0,1100000.0
56,42.0,2.0,180000.0
51,127.0,3.0,320000.0
24,50.0,2.0,108999.0
53,72.0,3.0,158000.0
49,460.0,6.0,1098000.0
20,1135.0,5.0,1780000.0
24,110.0,3.0,285000.0
39,67.0,3.0,198000.0
54,421.0,5.0,2000000.0
12,325.0,8.0,465000.0
24,54.0,3.0,95000.0
54,556.0,7.0,1580000.0
13,53.0,1.0,90000.0
23,315.0,4.0,265000.0
32,56.0,1.0,130000.0
28,18.0,2.0,27000.0
27,151.0,5.0,265000.0
9,32.0,1.0,85000.0
51,29.0,1.0,99000.0
49,50.0,2.0,179000.0
54,240.0,5.0,850000.0
56,78.0,3.0,240000.0
54,45.0,2.0,160000.0
53,156.0,4.0,500000.0
54,41.0,1.0,118000.0
59,100.0,3.0,295000.0
54,67.0,3.0,205000.0
60,220.0,6.0,820000.0
28,372.0,4.0,390000.0
56,150.0,5.0,410000.0
50,32.0,1.0,85000.0
56,42.0,2.0,180000.0
50,150.0,8.0,180000.0
15,77.0,3.0,128000.0
54,60.0,2.0,205000.0
59,58.0,3.0,260000.0
14,76.0,2.0,140000.0
56,75.0,3.0,315000.0
53,187.0,5.0,275000.0
27,36.0,2.0,140000.0
54,47.0,2.0,170000.0
54,45.0,1.0,195000.0
54,42.0,1.0,132000.0
54,68.0,3.0,195000.0
56,53.0,2.0,168000.0
59,176.0,4.0,1100000.0
39,48.0,2.0,158700.0
44,43.0,1.0,110000.0
11,500.0,6.0,685000.0
44,43.0,2.0,110000.0
51,166.0,4.0,480000.0
39,475.0,6.0,424000.0
60,65.0,2.0,480000.0
51,284.0,5.0,1070000.0
54,100.0,2.0,350000.0
56,173.0,4.0,364000.0
53,216.0,4.0,570000.0
51,163.0,4.0,415000.0
56,238.0,4.0,570000.0
50,95.0,3.0,235000.0
28,37.0,1.0,126000.0
44,86.0,3.0,180000.0
28,37.0,1.0,157000.0
26,45.0,1.0,86921.0
44,86.0,3.0,180000.0
44,68.0,2.0,145000.0
26,37.0,1.0,84673.0
44,68.0,2.0,145000.0
54,243.0,5.0,850000.0
44,68.0,2.0,145000.0
44,68.0,2.0,145000.0
52,83.0,3.0,450000.0
39,244.0,3.0,335000.0
54,80.0,3.0,225000.0
60,68.0,2.0,340000.0
47,88.0,3.0,301077.0
56,148.0,3.0,470000.0
54,51.0,2.0,179000.0
28,50.0,3.0,170000.0
12,95.0,4.0,145500.0
56,114.0,2.0,318000.0
8,610.0,7.0,670000.0
3,109.0,4.0,215000.0
53,80.0,3.0,256000.0
41,71.0,2.0,140000.0
41,71.0,2.0,145000.0
54,64.0,2.0,390000.0
41,37.0,1.0,95000.0
54,126.0,4.0,290000.0
32,37.0,2.0,125000.0
39,93.0,4.0,358000.0
32,85.0,3.0,177900.0
56,159.0,4.0,430000.0
14,76.0,3.0,140000.0
39,73.0,4.0,159000.0
54,46.0,2.0,112000.0
44,39.0,1.0,87000.0
48,47.0,1.0,30000.0
52,100.0,4.0,250000.0
56,59.0,3.0,140000.0
56,45.0,2.0,96000.0
15,179.0,4.0,265000.0
46,56.0,2.0,149000.0
49,29.0,1.0,85000.0
53,224.0,4.0,1550000.0
32,62.0,2.0,185000.0
53,392.0,5.0,1750000.0
53,400.0,4.0,850000.0
22,200.0,5.0,376000.0
9,36.0,1.0,85000.0
53,210.0,3.0,1200000.0
32,85.0,3.0,177900.0
46,43.0,2.0,115000.0
9,58.0,2.0,97000.0
12,50.0,3.0,125000.0
11,63.0,3.0,135000.0
3,28.0,1.0,52000.0
53,253.0,4.0,2100000.0
32,79.0,3.0,220000.0
49,36.0,1.0,145000.0
49,36.0,1.0,145000.0
50,500.0,1.0,2300000.0
11,138.0,3.0,195000.0
49,60.0,3.0,165000.0
12,65.0,3.0,140000.0
53,250.0,4.0,2100000.0
3,35.0,1.0,90000.0
52,475.0,4.0,1300000.0
54,103.0,4.0,258000.0
39,163.0,5.0,565000.0
56,55.0,2.0,184000.0
9,99.0,4.0,175000.0
53,225.0,3.0,1350000.0
46,100.0,3.0,125000.0
54,90.0,3.0,297000.0
54,130.0,3.0,320000.0
54,218.0,4.0,1400000.0
44,51.0,2.0,115000.0
28,147.0,8.0,315000.0
60,235.0,4.0,1300000.0
56,500.0,8.0,850000.0
53,265.0,5.0,1090000.0
15,325.0,4.0,250000.0
53,215.0,4.0,570000.0
51,330.0,6.0,1170000.0
47,35.0,1.0,89000.0
54,198.0,4.0,1250000.0
56,120.0,3.0,317000.0
53,176.0,4.0,1000000.0
39,325.0,4.0,250000.0
54,31.0,1.0,93900.0
54,49.0,2.0,135000.0
46,114.0,3.0,189000.0
39,157.0,4.0,700000.0
45,165.0,5.0,365000.0
50,55.0,2.0,108000.0
54,72.0,3.0,155000.0
53,183.0,6.0,465000.0
54,75.0,2.0,420000.0
34,69.0,3.0,145000.0
51,50.0,3.0,120000.0
53,176.0,5.0,1000000.0
53,250.0,4.0,2100000.0
56,34.0,1.0,155000.0
60,62.0,2.0,320000.0
53,31.0,1.0,104940.0
51,87.0,4.0,230000.0
53,42.0,1.0,145000.0
28,78.0,3.0,125000.0
32,51.0,2.0,139900.0
25,280.0,6.0,390000.0
39,185.0,5.0,415000.0
53,530.0,6.0,980000.0
46,140.0,5.0,275000.0
46,39.0,2.0,99000.0
56,92.0,3.0,260000.0
51,62.0,1.0,230000.0
18,122.0,3.0,155000.0
56,350.0,5.0,950000.0
46,143.0,4.0,300000.0
26,40.0,1.0,119000.0
53,52.0,3.0,175000.0
51,136.0,4.0,830000.0
40,120.0,3.0,220000.0
46,76.0,3.0,190000.0
34,57.0,3.0,162000.0
46,136.0,4.0,295000.0
46,140.0,5.0,275000.0
20,149.0,5.0,230000.0
46,121.0,4.0,255000.0
53,75.0,1.0,247000.0
53,41.0,1.0,120900.0
51,109.0,4.0,750000.0
54,372.0,4.0,1650000.0
53,42.0,1.0,185000.0
44,220.0,6.0,410000.0
45,182.0,4.0,540000.0
51,62.0,1.0,250000.0
51,43.0,1.0,185000.0
51,97.0,1.0,380000.0
46,39.0,2.0,118000.0
46,155.0,4.0,425000.0
46,65.0,3.0,180000.0
46,76.0,3.0,215000.0
20,45.0,2.0,130000.0
58,62.0,2.0,149000.0
32,300.0,5.0,380000.0
34,79.0,3.0,239900.0
60,67.0,2.0,355000.0
34,80.0,3.0,237000.0
54,81.0,2.0,270000.0
53,235.0,5.0,1600000.0
53,64.0,3.0,168000.0
53,157.0,5.0,615000.0
20,45.0,2.0,130000.0
60,192.0,4.0,1100000.0
54,44.0,1.0,110000.0
44,200.0,5.0,490000.0
56,168.0,6.0,530000.0
54,70.0,2.0,200000.0
11,25.0,1.0,52000.0
51,59.0,1.0,159000.0
39,410.0,6.0,625000.0
27,126.0,6.0,250000.0
4,66.0,4.0,125000.0
54,32.0,1.0,100000.0
56,35.0,1.0,120000.0
27,203.0,5.0,450000.0
56,62.0,2.0,145000.0
35,268.0,5.0,349000.0
51,39.0,2.0,115000.0
54,95.0,3.0,650000.0
34,52.0,2.0,125000.0
34,47.0,2.0,125000.0
35,199.0,7.0,250000.0
22,30.0,1.0,38000.0
4,299.0,5.0,280000.0
54,50.0,1.0,126900.0
34,52.0,2.0,130000.0
54,52.0,1.0,165000.0
54,42.0,1.0,135000.0
54,52.0,2.0,142000.0
54,58.0,1.0,144900.0
46,53.0,2.0,140000.0
34,63.0,2.0,149000.0
50,70.0,4.0,139000.0
46,68.0,2.0,140000.0
53,71.0,2.0,199000.0
46,107.0,3.0,230000.0
35,520.0,5.0,340000.0
34,58.0,3.0,159000.0
18,97.0,5.0,165000.0
32,240.0,1.0,190000.0
47,115.0,5.0,205000.0
54,115.0,5.0,210000.0
28,175.0,4.0,200000.0
32,265.0,1.0,230000.0
4,49.0,2.0,58000.0
54,106.0,4.0,249000.0
54,190.0,4.0,270000.0
9,160.0,4.0,239900.0
34,178.0,4.0,315000.0
35,247.0,4.0,220000.0
54,130.0,4.0,555000.0
53,175.0,5.0,449000.0
4,146.0,5.0,240000.0
34,270.0,1.0,550000.0
9,67.0,3.0,96000.0
54,114.0,3.0,590000.0
51,164.0,4.0,735000.0
58,35.0,1.0,90000.0
9,85.0,4.0,140000.0
58,44.0,1.0,128000.0
54,85.0,2.0,169000.0
34,150.0,1.0,550000.0
52,150.0,4.0,1200000.0
45,300.0,8.0,350000.0
50,125.0,4.0,320000.0
54,40.0,1.0,118000.0
54,200.0,4.0,680000.0
54,56.0,2.0,270000.0
54,113.0,3.0,456000.0
58,43.0,1.0,155000.0
34,46.0,1.0,92500.0
11,340.0,6.0,390000.0
34,91.0,1.0,470000.0
45,300.0,8.0,350000.0
54,350.0,5.0,1500000.0
54,65.0,1.0,110000.0
34,61.0,2.0,140000.0
34,61.0,2.0,142000.0
53,230.0,4.0,535000.0
34,65.0,3.0,187000.0
34,42.0,2.0,105000.0
48,70.0,3.0,189000.0
59,73.0,3.0,284544.0
59,74.0,3.0,349000.0
12,41.0,1.0,83000.0
15,290.0,4.0,289500.0
59,43.0,1.0,290000.0
19,76.0,3.0,250000.0
30,57.0,2.0,115000.0
54,120.0,3.0,740000.0
12,37.0,1.0,74000.0
51,500.0,6.0,820000.0
54,150.0,4.0,780000.0
56,30.0,1.0,1791142.0
20,34.0,1.0,1352000.0
60,80.0,2.0,760000.0
4,103.0,3.0,200000.0
54,95.0,4.0,180000.0
48,37.0,2.0,98000.0
41,137.0,4.0,250000.0
41,35.0,1.0,120000.0
4,104.0,3.0,98000.0
41,60.0,2.0,170000.0
4,235.0,6.0,235000.0
54,280.0,4.0,1300000.0
25,35.0,1.0,73000.0
25,50.0,1.0,120000.0
25,50.0,1.0,120000.0
25,50.0,1.0,120000.0
25,90.0,1.0,118000.0
13,290.0,5.0,240000.0
32,490.0,8.0,680000.0
9,64.0,4.0,110000.0
60,82.0,2.0,570000.0
35,139.0,4.0,140000.0
48,60.0,2.0,240000.0
60,178.0,3.0,850000.0
4,55.0,2.0,65000.0
47,43.0,1.0,104000.0
47,53.0,2.0,152000.0
54,520.0,6.0,1500000.0
60,200.0,4.0,1200000.0
4,23.0,1.0,44000.0
54,144.0,4.0,650000.0
54,44.0,1.0,198000.0
51,106.0,3.0,590000.0
54,112.0,3.0,500000.0
35,44.0,2.0,97000.0
48,390.0,6.0,650000.0
40,35.0,1.0,95000.0
28,320.0,6.0,430000.0
56,90.0,4.0,318000.0
36,66.0,3.0,147000.0
60,67.0,2.0,450000.0
53,99.0,4.0,270000.0
30,32.0,1.0,59000.0
5,303.0,4.0,363000.0
60,90.0,3.0,455000.0
60,200.0,5.0,1700000.0
35,226.0,4.0,205000.0
28,120.0,3.0,250000.0
60,51.0,2.0,270000.0
51,43.0,2.0,90000.0
35,82.0,2.0,200000.0
32,54.0,2.0,140000.0
9,200.0,7.0,250000.0
20,41.0,2.0,99000.0
46,50.0,1.0,131300.0
46,50.0,1.0,131300.0
46,50.0,2.0,142480.0
54,410.0,6.0,1450000.0
20,53.0,2.0,90000.0
51,151.0,6.0,270000.0
53,60.0,2.0,148000.0
51,284.0,6.0,799000.0
58,45.0,1.0,160000.0
53,242.0,6.0,620000.0
54,280.0,5.0,1200000.0
58,189.0,2.0,720000.0
56,180.0,4.0,600000.0
56,93.0,2.0,310000.0
56,175.0,4.0,980000.0
58,39.0,1.0,192000.0
58,41.0,1.0,192000.0
6,40.0,2.0,68000.0
14,142.0,4.0,210000.0
16,45.0,2.0,2060000.0
54,134.0,3.0,350000.0
14,70.0,3.0,140000.0
32,52.0,2.0,150000.0
20,51.0,2.0,113526.0
54,343.0,3.0,750000.0
46,301.0,5.0,850000.0
56,118.0,4.0,385000.0
14,44.0,4.0,90000.0
54,235.0,6.0,440000.0
53,240.0,7.0,720000.0
56,270.0,3.0,795000.0
54,140.0,4.0,670000.0
50,80.0,4.0,260000.0
20,39.0,1.0,108000.0
53,37.0,1.0,118500.0
20,45.0,2.0,190000.0
48,53.0,1.0,150000.0
46,43.0,2.0,120000.0
48,45.0,1.0,150000.0
53,47.0,2.0,199500.0
34,200.0,4.0,350000.0
53,350.0,6.0,690000.0
54,114.0,3.0,250000.0
54,110.0,1.0,290000.0
28,19.0,1.0,90000.0
51,62.0,1.0,240000.0
60,62.0,2.0,340000.0
54,265.0,5.0,550000.0
53,209.0,4.0,1010000.0
53,213.0,4.0,1060000.0
56,149.0,4.0,380000.0
53,214.0,4.0,1130000.0
53,261.0,4.0,1140000.0
53,267.0,4.0,1062500.0
53,212.0,4.0,1057000.0
56,126.0,3.0,450000.0
54,218.0,5.0,639000.0
60,57.0,2.0,320000.0
60,67.0,2.0,320000.0
51,106.0,4.0,295000.0
54,200.0,4.0,640000.0
54,125.0,4.0,298000.0
35,201.0,6.0,175000.0
56,182.0,4.0,710000.0
54,362.0,8.0,680000.0
39,165.0,6.0,350000.0
51,148.0,5.0,360000.0
53,73.0,4.0,193000.0
53,204.0,4.0,660000.0
54,74.0,4.0,240000.0
23,59.0,2.0,93000.0
39,116.0,4.0,440000.0
28,27.0,2.0,70000.0
32,32.0,1.0,85000.0
53,60.0,2.0,250000.0
54,172.0,4.0,440000.0
48,104.0,2.0,415000.0
48,287.0,4.0,650000.0
54,390.0,4.0,2200000.0
54,49.0,2.0,105000.0
53,215.0,4.0,675000.0
56,280.0,5.0,1900000.0
38,32.0,1.0,81000.0
53,55.0,2.0,191756.0
26,72.0,3.0,170985.0
34,50.0,2.0,170721.0
18,34.0,1.0,81000.0
53,102.0,4.0,297000.0
53,873.0,5.0,2500000.0
46,33.0,1.0,110000.0
53,330.0,5.0,890000.0
46,47.0,2.0,120360.0
33,58.0,2.0,126480.0
24,42.0,2.0,1381193.0
24,42.0,2.0,1381193.0
24,42.0,2.0,1358550.0
24,53.0,2.0,1648036.0
24,47.0,2.0,1491866.0
24,47.0,2.0,1516730.0
24,46.0,2.0,1442031.0
24,45.0,2.0,1483539.0
24,45.0,2.0,1459611.0
24,54.0,2.0,1698912.0
24,38.0,1.0,1494311.0
56,75.0,2.0,280000.0
56,42.0,2.0,200000.0
26,410.0,5.0,600000.0
40,193.0,5.0,290000.0
53,53.0,2.0,250000.0
53,82.0,3.0,405000.0
12,63.0,3.0,115000.0
46,54.0,2.0,142480.0
46,50.0,1.0,131300.0
20,38.0,1.0,105000.0
20,28.0,1.0,85000.0
20,50.0,2.0,150000.0
45,185.0,6.0,295000.0
11,276.0,4.0,295000.0
26,36.0,1.0,85000.0
26,109.0,4.0,271000.0
34,79.0,3.0,225200.0
26,75.0,3.0,190000.0
60,122.0,3.0,640000.0
12,52.0,2.0,136000.0
12,72.0,3.0,197000.0
40,193.0,5.0,290000.0
46,43.0,1.0,93000.0
53,50.0,1.0,145000.0
34,230.0,5.0,585000.0
44,77.0,3.0,179000.0
44,38.0,1.0,89000.0
44,69.0,3.0,169000.0
44,33.0,1.0,85000.0
44,71.0,3.0,172000.0
34,62.0,3.0,130000.0
12,44.0,2.0,92400.0
48,52.0,2.0,205000.0
46,205.0,8.0,299000.0
60,122.0,3.0,670000.0
27,62.0,3.0,161000.0
60,122.0,3.0,640000.0
48,34.0,1.0,73000.0
34,102.0,4.0,340000.0
32,80.0,3.0,200000.0
34,35.0,1.0,110000.0
49,55.0,4.0,150000.0
54,175.0,3.0,850000.0
12,63.0,3.0,115000.0
39,79.0,3.0,252400.0
32,72.0,3.0,169000.0
60,66.0,2.0,235000.0
40,55.0,2.0,143055.0
40,51.0,2.0,134881.0
45,405.0,5.0,840000.0
48,27.0,1.0,85000.0
45,405.0,5.0,840000.0
40,51.0,2.0,140068.0
40,51.0,2.0,142662.0
40,51.0,2.0,136700.0
40,45.0,2.0,121713.0
40,68.0,3.0,191189.0
40,68.0,3.0,183200.0
40,99.0,3.0,215369.0
40,55.0,2.0,143055.0
53,41.0,1.0,150000.0
40,51.0,2.0,134881.0
60,160.0,3.0,940000.0
53,118.0,4.0,595000.0
60,190.0,3.0,1150000.0
40,51.0,2.0,142662.0
40,51.0,2.0,136700.0
53,41.0,1.0,150000.0
40,68.0,3.0,191189.0
40,68.0,3.0,183200.0
53,92.0,3.0,394327.0
40,99.0,3.0,215369.0
46,23.0,1.0,30000.0
53,92.0,3.0,430800.0
53,137.0,3.0,570246.0
53,92.0,3.0,418300.0
9,120.0,5.0,180000.0
52,189.0,4.0,420000.0
54,67.0,2.0,275000.0
34,64.0,2.0,174000.0
54,37.0,1.0,126000.0
48,49.0,2.0,128000.0
48,38.0,2.0,100000.0
39,90.0,4.0,182000.0
54,45.0,2.0,118000.0
39,140.0,4.0,285000.0
46,405.0,7.0,325000.0
54,75.0,3.0,375000.0
59,75.0,3.0,375000.0
7,22.0,1.0,49000.0
23,461.0,6.0,260000.0
53,170.0,5.0,400000.0
30,247.0,3.0,275000.0
23,211.0,5.0,135000.0
2,220.0,4.0,320000.0
23,163.0,3.0,169000.0
3,48.0,2.0,98000.0
26,35.0,1.0,80000.0
39,76.0,2.0,210000.0
15,48.0,2.0,85000.0
15,50.0,3.0,145000.0
15,74.0,3.0,140000.0
56,708.0,1.0,1399000.0
12,192.0,3.0,290000.0
53,35.0,1.0,98000.0
23,50.0,2.0,115000.0
34,79.0,3.0,226800.0
34,47.0,2.0,137300.0
34,47.0,2.0,138700.0
39,35.0,1.0,106000.0
26,60.0,2.0,140000.0
53,57.0,2.0,299000.0
26,60.0,2.0,150000.0
15,173.0,4.0,290000.0
53,38.0,1.0,230000.0
60,180.0,4.0,1150000.0
60,100.0,2.0,550000.0
60,185.0,3.0,1100000.0
60,230.0,3.0,2500000.0
60,120.0,3.0,700000.0
49,141.0,1.0,400000.0
51,146.0,5.0,380000.0
57,146.0,5.0,330000.0
53,44.0,1.0,155000.0
13,34.0,1.0,86219.0
34,27.0,1.0,83000.0
13,82.0,3.0,155000.0
44,225.0,5.0,350000.0
7,265.0,4.0,259000.0
48,38.0,1.0,125000.0
56,100.0,2.0,220000.0
54,35.0,1.0,126000.0
54,137.0,4.0,390000.0
49,81.0,1.0,150000.0
51,110.0,3.0,395000.0
49,42.0,1.0,100500.0
49,42.0,1.0,114000.0
49,42.0,1.0,114000.0
49,69.0,3.0,243000.0
51,88.0,4.0,230000.0
49,110.0,3.0,310000.0
30,235.0,3.0,365000.0
23,121.0,2.0,85000.0
23,474.0,5.0,550000.0
23,476.0,5.0,330000.0
30,53.0,3.0,140000.0
23,75.0,3.0,197000.0
24,365.0,4.0,295000.0
23,39.0,2.0,119000.0
51,184.0,6.0,430000.0
23,39.0,2.0,119000.0
30,136.0,3.0,210000.0
23,39.0,2.0,119000.0
23,66.0,3.0,190000.0
24,70.0,3.0,140000.0
30,80.0,2.0,120000.0
30,150.0,3.0,200000.0
23,250.0,5.0,415000.0
23,350.0,5.0,260000.0
30,130.0,3.0,265000.0
30,180.0,3.0,350000.0
30,50.0,2.0,100000.0
30,35.0,1.0,72000.0
24,45.0,2.0,75000.0
46,52.0,2.0,90000.0
30,45.0,2.0,98000.0
60,48.0,1.0,190000.0
30,53.0,2.0,120000.0
45,96.0,2.0,192400.0
23,43.0,2.0,83000.0
23,160.0,4.0,160000.0
54,73.0,3.0,265000.0
12,420.0,5.0,400000.0
24,50.0,2.0,150000.0
11,46.0,2.0,112000.0
23,180.0,6.0,145000.0
23,170.0,6.0,180000.0
30,120.0,4.0,270000.0
30,165.0,5.0,440000.0
28,116.0,8.0,255000.0
9,37.0,1.0,94600.0
56,124.0,3.0,540000.0
19,38.0,1.0,90000.0
56,120.0,2.0,320000.0
56,110.0,4.0,550000.0
9,36.0,2.0,90000.0
56,120.0,3.0,345000.0
15,290.0,5.0,550000.0
30,53.0,3.0,90000.0
53,84.0,3.0,512000.0
53,204.0,4.0,1383000.0
58,67.0,2.0,245000.0
7,380.0,6.0,300000.0
13,160.0,4.0,265000.0
54,115.0,4.0,565000.0
58,111.0,3.0,448000.0
53,53.0,2.0,175000.0
54,36.0,2.0,135000.0
54,175.0,6.0,445000.0
53,40.0,1.0,99900.0
58,102.0,4.0,650000.0
53,35.0,1.0,120000.0
9,55.0,3.0,95000.0
51,168.0,7.0,450000.0
53,137.0,4.0,940000.0
50,41.0,1.0,82000.0
50,57.0,2.0,103000.0
50,39.0,1.0,83000.0
37,41.0,1.0,80500.0
37,57.0,2.0,102000.0
37,38.0,1.0,82000.0
37,42.0,1.0,78500.0
37,57.0,2.0,101000.0
37,39.0,1.0,80500.0
37,42.0,1.0,77000.0
37,39.0,1.0,78500.0
53,84.0,3.0,525000.0
50,41.0,1.0,76000.0
53,84.0,3.0,530000.0
37,57.0,2.0,98500.0
58,59.0,2.0,297000.0
56,120.0,3.0,330000.0
37,39.0,1.0,79500.0
50,42.0,1.0,75000.0
37,57.0,2.0,97500.0
56,120.0,3.0,330000.0
37,36.0,1.0,76000.0
34,310.0,4.0,490000.0
58,59.0,2.0,300500.0
50,42.0,1.0,74000.0
58,59.0,2.0,292000.0
56,304.0,5.0,1380000.0
50,57.0,2.0,96500.0
53,87.0,3.0,605000.0
50,39.0,1.0,75000.0
53,114.0,4.0,575000.0
50,42.0,1.0,72000.0
58,58.0,2.0,235000.0
53,55.0,2.0,359000.0
50,57.0,2.0,95500.0
